time	room_temp	room_humid	temp	humid	press	weather	wat	steps	cal	behavior_id
58	5	0.7	2	0.8	1017	cloudy				2
59	5	0.7	2	0.8	1017	cloudy				2
60	5	0.7	2	0.8	1017	cloudy				2
61	5	0.7	2	0.8	1017	cloudy				2
62	5	0.7	2	0.8	1017	cloudy				2
63	5	0.7	2	0.8	1017	cloudy				2
64	5	0.7	2	0.8	1017	cloudy				2
65	5	0.7	2	0.8	1017	cloudy				2
66	5	0.7	2	0.8	1017	cloudy				2
67	5	0.7	2	0.8	1017	cloudy				2
68	5	0.7	2	0.8	1017	cloudy				2
69	5	0.7	2	0.8	1017	cloudy				2
70	5	0.7	2	0.8	1017	cloudy				2
71	5	0.7	2	0.8	1017	cloudy				2
72	5	0.7	2	0.8	1017	cloudy				2
73	5	0.7	2	0.8	1017	cloudy				2
74	5	0.7	2	0.8	1017	cloudy				2
75	5	0.7	2	0.8	1017	cloudy				2
76	5	0.7	2	0.8	1017	cloudy				2
77	5	0.7	2	0.8	1017	cloudy				2
78	5	0.7	2	0.8	1017	cloudy				2
79	5	0.7	2	0.8	1017	cloudy				2
80	5	0.7	2	0.8	1017	cloudy				2
81	5	0.7	2	0.8	1017	cloudy				2
82	5	0.7	2	0.8	1017	cloudy				2
83	5	0.7	2	0.8	1017	cloudy				2
84	5	0.7	2	0.8	1017	cloudy				2
85	5	0.7	2	0.8	1017	cloudy				2
86	5	0.7	2	0.8	1017	cloudy				2
87	5	0.7	2	0.8	1017	cloudy				2
88	5	0.7	2	0.8	1017	cloudy				2
89	5	0.7	2	0.8	1017	cloudy				2
90	5	0.7	2	0.8	1017	cloudy				2
91	5	0.7	2	0.8	1017	cloudy				2
92	5	0.7	2	0.8	1017	cloudy				2
93	5	0.7	2	0.8	1017	cloudy				2
94	5	0.7	2	0.8	1017	cloudy				2
95	5	0.7	2	0.8	1017	cloudy				2
96	5	0.7	2	0.8	1017	cloudy				2
97	5	0.7	2	0.8	1017	cloudy				2
98	5	0.7	2	0.8	1017	cloudy				2
99	5	0.7	2	0.8	1017	cloudy				2
100	5	0.7	2	0.8	1017	cloudy				2
101	5	0.7	2	0.8	1017	cloudy				2
102	5	0.7	2	0.8	1017	cloudy				2
103	5	0.7	2	0.8	1017	cloudy				2
104	5	0.7	2	0.8	1017	cloudy				2
105	5	0.7	2	0.8	1017	cloudy				2
106	5	0.7	2	0.8	1017	cloudy				2
107	5	0.7	2	0.8	1017	cloudy				2
108	5	0.7	2	0.8	1017	cloudy				2
109	5	0.7	2	0.8	1017	cloudy				2
110	5	0.7	2	0.8	1017	cloudy				2
111	5	0.7	2	0.8	1017	cloudy				2
112	5	0.7	2	0.8	1017	cloudy				2
113	5	0.7	2	0.8	1017	cloudy				2
114	5	0.7	2	0.8	1017	cloudy				2
115	5	0.7	2	0.8	1017	cloudy				2
116	5	0.7	2	0.8	1017	cloudy				2
117	5	0.7	2	0.8	1017	cloudy				2
118	5	0.7	2	0.8	1017	cloudy				2
119	5	0.7	2	0.8	1017	cloudy				2
120	5	0.7	2	0.8	1017	cloudy				2
121	5	0.7	2	0.8	1017	cloudy				2
122	5	0.7	2	0.8	1017	cloudy				2
123	5	0.7	2	0.8	1017	cloudy				2
124	5	0.7	2	0.8	1017	cloudy				2
125	5	0.7	2	0.8	1017	cloudy				2
126	5	0.7	2	0.8	1017	cloudy				2
127	5	0.7	2	0.8	1017	cloudy				2
128	5	0.7	2	0.8	1017	cloudy				2
129	5	0.7	2	0.8	1017	cloudy				2
130	5	0.7	2	0.8	1017	cloudy				2
131	5	0.7	2	0.8	1017	cloudy				2
132	5	0.7	2	0.8	1017	cloudy				2
133	5	0.7	2	0.8	1017	cloudy				2
134	5	0.7	2	0.8	1017	cloudy				2
135	5	0.7	2	0.8	1017	cloudy				2
136	5	0.7	2	0.8	1017	cloudy				2
137	5	0.7	2	0.8	1017	cloudy				2
138	5	0.7	2	0.8	1017	cloudy				2
139	5	0.7	2	0.8	1017	cloudy				2
140	5	0.7	2	0.8	1017	cloudy				2
141	5	0.7	2	0.8	1017	cloudy				2
142	5	0.7	2	0.8	1017	cloudy				2
143	5	0.7	2	0.8	1017	cloudy				2
144	5	0.7	2	0.8	1017	cloudy				2
145	5	0.7	2	0.8	1017	cloudy				2
146	5	0.7	2	0.8	1017	cloudy				2
147	5	0.7	2	0.8	1017	cloudy				2
148	5	0.7	2	0.8	1017	cloudy				2
149	5	0.7	2	0.8	1017	cloudy				2
150	5	0.7	2	0.8	1017	cloudy				2
151	5	0.7	2	0.8	1017	cloudy				2
152	5	0.7	2	0.8	1017	cloudy				2
153	5	0.7	2	0.8	1017	cloudy				2
154	5	0.7	2	0.8	1017	cloudy				2
155	5	0.7	2	0.8	1017	cloudy				2
156	5	0.7	2	0.8	1017	cloudy				2
157	5	0.7	2	0.8	1017	cloudy				2
158	5	0.7	2	0.8	1017	cloudy				2
159	5	0.7	2	0.8	1017	cloudy				2
160	5	0.7	2	0.8	1017	cloudy				2
161	5	0.7	2	0.8	1017	cloudy				2
162	5	0.7	2	0.8	1017	cloudy				2
163	5	0.7	2	0.8	1017	cloudy				2
164	5	0.7	2	0.8	1017	cloudy				2
165	5	0.7	2	0.8	1017	cloudy				2
166	5	0.7	2	0.8	1017	cloudy				2
167	5	0.7	2	0.8	1017	cloudy				2
168	5	0.7	2	0.8	1017	cloudy				2
169	5	0.7	2	0.8	1017	cloudy				2
170	5	0.7	2	0.8	1017	cloudy				2
171	5	0.7	2	0.8	1017	cloudy				2
172	5	0.7	2	0.8	1017	cloudy				2
173	5	0.7	2	0.8	1017	cloudy				2
174	5	0.7	2	0.8	1017	cloudy				2
175	5	0.7	2	0.8	1017	cloudy				2
176	5	0.7	2	0.8	1017	cloudy				2
177	5	0.7	2	0.8	1017	cloudy				2
178	5	0.7	2	0.8	1017	cloudy				2
179	5	0.7	2	0.8	1017	cloudy				2
180	5	0.7	2	0.8	1017	cloudy				2
181	5	0.7	2	0.8	1017	cloudy				2
182	5	0.7	2	0.8	1017	cloudy				2
183	5	0.7	2	0.8	1017	cloudy				2
184	5	0.7	2	0.8	1017	cloudy				2
185	5	0.7	2	0.8	1017	cloudy				2
186	5	0.7	2	0.8	1017	cloudy				2
187	5	0.7	2	0.8	1017	cloudy				2
188	5	0.7	2	0.8	1017	cloudy				2
189	5	0.7	2	0.8	1017	cloudy				2
190	5	0.7	2	0.8	1017	cloudy				2
191	5	0.7	2	0.8	1017	cloudy				2
192	5	0.7	2	0.8	1017	cloudy				2
193	5	0.7	2	0.8	1017	cloudy				2
194	5	0.7	2	0.8	1017	cloudy				2
195	5	0.7	2	0.8	1017	cloudy				2
196	5	0.7	2	0.8	1017	cloudy				2
197	5	0.7	2	0.8	1017	cloudy				2
198	5	0.7	2	0.8	1017	cloudy				2
199	5	0.7	2	0.8	1017	cloudy				2
200	5	0.7	2	0.8	1017	cloudy				2
201	5	0.7	2	0.8	1017	cloudy				2
202	5	0.7	2	0.8	1017	cloudy				2
203	5	0.7	2	0.8	1017	cloudy				2
204	5	0.7	2	0.8	1017	cloudy				2
205	5	0.7	2	0.8	1017	cloudy				2
206	5	0.7	2	0.8	1017	cloudy				2
207	5	0.7	2	0.8	1017	cloudy				2
208	5	0.7	2	0.8	1017	cloudy				2
209	5	0.7	2	0.8	1017	cloudy				2
210	5	0.7	2	0.8	1017	cloudy				2
211	5	0.7	2	0.8	1017	cloudy				2
212	5	0.7	2	0.8	1017	cloudy				2
213	5	0.7	2	0.8	1017	cloudy				2
214	5	0.7	2	0.8	1017	cloudy				2
215	5	0.7	2	0.8	1017	cloudy				2
216	5	0.7	2	0.8	1017	cloudy				2
217	5	0.7	2	0.8	1017	cloudy				2
218	4.8	0.7	1.8	0.8	1017	cloudy				2
219	4.8	0.7	1.8	0.8	1017	cloudy				2
220	4.8	0.7	1.8	0.8	1017	cloudy				2
221	4.8	0.7	1.8	0.8	1017	cloudy				2
222	4.8	0.7	1.8	0.8	1017	cloudy				2
223	4.8	0.7	1.8	0.8	1017	cloudy				2
224	4.8	0.7	1.8	0.8	1017	cloudy				2
225	4.8	0.7	1.8	0.8	1017	cloudy				2
226	4.8	0.7	1.8	0.8	1017	cloudy				2
227	4.8	0.7	1.8	0.8	1017	cloudy				2
228	4.8	0.7	1.8	0.8	1017	cloudy				2
229	4.8	0.7	1.8	0.8	1017	cloudy				2
230	4.8	0.7	1.8	0.8	1017	cloudy				2
231	4.8	0.7	1.8	0.8	1017	cloudy				2
232	4.8	0.7	1.8	0.8	1017	cloudy				2
233	4.8	0.7	1.8	0.8	1017	cloudy				2
234	4.8	0.7	1.8	0.8	1017	cloudy				2
235	4.8	0.7	1.8	0.8	1017	cloudy				2
236	4.8	0.7	1.8	0.8	1017	cloudy				2
237	4.8	0.7	1.8	0.8	1017	cloudy				2
238	4.8	0.7	1.8	0.8	1017	cloudy				2
239	4.8	0.7	1.8	0.8	1017	cloudy				2
240	4.8	0.7	1.8	0.8	1017	cloudy				2
241	4.8	0.7	1.8	0.8	1017	cloudy				2
242	4.8	0.7	1.8	0.8	1017	cloudy				2
243	4.8	0.7	1.8	0.8	1017	cloudy				2
244	4.8	0.7	1.8	0.8	1017	cloudy				2
245	4.8	0.7	1.8	0.8	1017	cloudy				2
246	4.8	0.7	1.8	0.8	1017	cloudy				2
247	4.8	0.7	1.8	0.8	1017	cloudy				2
248	4.8	0.7	1.8	0.8	1017	cloudy				2
249	4.8	0.7	1.8	0.8	1017	cloudy				2
250	4.8	0.7	1.8	0.8	1017	cloudy				2
251	4.8	0.7	1.8	0.8	1017	cloudy				2
252	4.8	0.7	1.8	0.8	1017	cloudy				2
253	4.8	0.7	1.8	0.8	1017	cloudy				2
254	4.8	0.7	1.8	0.8	1017	cloudy				2
255	4.8	0.7	1.8	0.8	1017	cloudy				2
256	4.8	0.7	1.8	0.8	1017	cloudy				2
257	4.8	0.7	1.8	0.8	1017	cloudy				2
258	4.8	0.7	1.8	0.8	1017	cloudy				2
259	4.8	0.7	1.8	0.8	1017	cloudy				2
260	4.8	0.7	1.8	0.8	1017	cloudy				2
261	4.8	0.7	1.8	0.8	1017	cloudy				2
262	4.8	0.7	1.8	0.8	1017	cloudy				2
263	4.8	0.7	1.8	0.8	1017	cloudy				2
264	4.8	0.7	1.8	0.8	1017	cloudy				2
265	4.8	0.7	1.8	0.8	1017	cloudy				2
266	4.8	0.7	1.8	0.8	1017	cloudy				2
267	4.8	0.7	1.8	0.8	1017	cloudy				2
268	4.8	0.7	1.8	0.8	1017	cloudy				2
269	4.8	0.7	1.8	0.8	1017	cloudy				2
270	4.8	0.7	1.8	0.8	1017	cloudy				2
271	4.8	0.7	1.8	0.8	1017	cloudy				2
272	4.8	0.7	1.8	0.8	1017	cloudy				2
273	4.8	0.7	1.8	0.8	1017	cloudy				2
274	4.8	0.7	1.8	0.8	1017	cloudy				2
275	4.8	0.7	1.8	0.8	1017	cloudy				2
276	4.8	0.7	1.8	0.8	1017	cloudy				2
277	4.8	0.7	1.8	0.8	1017	cloudy				2
278	4.8	0.7	1.8	0.8	1017	cloudy				2
279	4.8	0.7	1.8	0.8	1017	cloudy				2
280	4.8	0.7	1.8	0.8	1017	cloudy				2
281	4.6	0.7	1.6	0.8	1017	cloudy				2
282	4.6	0.7	1.6	0.8	1017	cloudy				2
283	4.6	0.7	1.6	0.8	1017	cloudy				2
284	4.6	0.7	1.6	0.8	1017	cloudy				2
285	4.6	0.7	1.6	0.8	1017	cloudy				2
286	4.6	0.7	1.6	0.8	1017	cloudy				2
287	4.6	0.7	1.6	0.8	1017	cloudy				2
288	4.6	0.7	1.6	0.8	1017	cloudy				2
289	4.6	0.7	1.6	0.8	1017	cloudy				2
290	4.6	0.7	1.6	0.8	1017	cloudy				2
291	4.6	0.7	1.6	0.8	1017	cloudy				2
292	4.6	0.7	1.6	0.8	1017	cloudy				2
293	4.6	0.7	1.6	0.8	1017	cloudy				2
294	4.6	0.7	1.6	0.8	1017	cloudy				2
295	4.6	0.7	1.6	0.8	1017	cloudy				2
296	4.6	0.7	1.6	0.8	1017	cloudy				2
297	4.6	0.7	1.6	0.8	1017	cloudy				2
298	4.6	0.7	1.6	0.8	1017	cloudy				2
299	4.6	0.7	1.6	0.8	1017	cloudy				2
300	4.6	0.7	1.6	0.8	1017	cloudy				2
301	4.6	0.7	1.6	0.8	1017	cloudy				2
302	4.6	0.7	1.6	0.8	1017	cloudy				2
303	4.6	0.7	1.6	0.8	1017	cloudy				2
304	4.6	0.7	1.6	0.8	1017	cloudy				2
305	4.6	0.7	1.6	0.8	1017	cloudy				2
306	4.6	0.7	1.6	0.8	1017	cloudy				2
307	4.6	0.7	1.6	0.8	1017	cloudy				2
308	4.6	0.7	1.6	0.8	1017	cloudy				2
309	4.6	0.7	1.6	0.8	1017	cloudy				2
310	4.6	0.7	1.6	0.8	1017	cloudy				2
311	4.6	0.7	1.6	0.8	1017	cloudy				2
312	4.6	0.7	1.6	0.8	1017	cloudy				2
313	4.6	0.7	1.6	0.8	1017	cloudy				2
314	4.6	0.7	1.6	0.8	1017	cloudy				2
315	4.6	0.7	1.6	0.8	1017	cloudy				2
316	4.6	0.7	1.6	0.8	1017	cloudy				2
317	4.6	0.7	1.6	0.8	1017	cloudy				2
318	4.6	0.7	1.6	0.8	1017	cloudy				2
319	4.6	0.7	1.6	0.8	1017	cloudy				2
320	4.6	0.7	1.6	0.8	1017	cloudy				2
321	4.6	0.7	1.6	0.8	1017	cloudy				2
322	4.6	0.7	1.6	0.8	1017	cloudy				2
323	4.6	0.7	1.6	0.8	1017	cloudy				2
324	4.6	0.7	1.6	0.8	1017	cloudy				2
325	4.6	0.7	1.6	0.8	1017	cloudy				2
326	4.6	0.7	1.6	0.8	1017	cloudy				2
327	4.6	0.7	1.6	0.8	1017	cloudy				2
328	4.6	0.7	1.6	0.8	1017	cloudy				2
329	4.6	0.7	1.6	0.8	1017	cloudy				2
330	4.6	0.7	1.6	0.8	1017	cloudy				2
331	4.6	0.7	1.6	0.8	1017	cloudy				2
332	4.6	0.7	1.6	0.8	1017	cloudy				2
333	4.6	0.7	1.6	0.8	1017	cloudy				2
334	4.6	0.7	1.6	0.8	1017	cloudy				2
335	4.6	0.7	1.6	0.8	1017	cloudy				2
336	4.6	0.7	1.6	0.8	1017	cloudy				2
337	4.6	0.7	1.6	0.8	1017	cloudy				2
338	4.6	0.7	1.6	0.8	1017	cloudy				2
339	4.6	0.7	1.6	0.8	1017	cloudy				2
340	4.6	0.7	1.6	0.8	1017	cloudy				2
341	4.6	0.7	1.6	0.8	1017	cloudy				2
342	4.6	0.7	1.6	0.8	1017	cloudy				2
343	4.6	0.7	1.6	0.8	1017	cloudy				2
344	4.6	0.7	1.6	0.8	1017	cloudy				2
345	4.6	0.7	1.6	0.8	1017	cloudy				2
346	4.6	0.7	1.6	0.8	1017	cloudy				2
347	4.6	0.7	1.6	0.8	1017	cloudy				2
348	4.6	0.7	1.6	0.8	1017	cloudy				2
349	4.6	0.7	1.6	0.8	1017	cloudy				2
350	4.6	0.7	1.6	0.8	1017	cloudy				2
351	4.6	0.7	1.6	0.8	1017	cloudy				2
352	4.6	0.7	1.6	0.8	1017	cloudy				2
353	4.6	0.7	1.6	0.8	1017	cloudy				2
354	4.6	0.7	1.6	0.8	1017	cloudy				2
355	4.6	0.7	1.6	0.8	1017	cloudy				2
356	4.6	0.7	1.6	0.8	1017	cloudy				2
357	4.6	0.7	1.6	0.8	1017	cloudy				2
358	4.6	0.7	1.6	0.8	1017	cloudy				2
359	4.6	0.7	1.6	0.8	1017	cloudy				2
360	4.6	0.7	1.6	0.8	1017	sunny				2
361	4.6	0.7	1.6	0.8	1017	sunny				21
362	4.6	0.7	1.6	0.8	1017	sunny				1
363	4.6	0.7	1.6	0.8	1017	sunny				1
364	4.6	0.7	1.6	0.8	1017	sunny				1
365	4.6	0.7	1.6	0.8	1017	sunny				1
366	4.6	0.7	1.6	0.8	1017	sunny				1
367	4.6	0.7	1.6	0.8	1017	sunny				1
368	4.6	0.7	1.6	0.8	1017	sunny				1
369	4.6	0.7	1.6	0.8	1017	sunny				1
370	4.6	0.7	1.6	0.8	1017	sunny				20
371	4.6	0.7	1.6	0.8	1017	sunny				20
372	4.6	0.7	1.6	0.8	1017	sunny				20
373	4.6	0.7	1.6	0.8	1017	sunny				20
374	4.6	0.7	1.6	0.8	1017	sunny				20
375	4.6	0.7	1.6	0.8	1017	sunny				20
376	4.6	0.7	1.6	0.8	1017	sunny				20
377	4.6	0.7	1.6	0.8	1017	sunny				20
378	4.6	0.7	1.6	0.8	1017	sunny				20
379	4.6	0.7	1.6	0.8	1017	sunny				20
380	4.6	0.7	1.6	0.8	1017	sunny				17
381	4.6	0.7	1.6	0.8	1017	sunny				17
382	4.6	0.7	1.6	0.8	1017	sunny				17
383	4.6	0.7	1.6	0.8	1017	sunny				23
384	4.6	0.7	1.6	0.8	1017	sunny				23
385	4.5	0.7	1.5	0.8	1017	sunny				23
386	4.5	0.7	1.5	0.8	1017	sunny				7
387	4.5	0.7	1.5	0.8	1017	sunny				7
388	4.5	0.7	1.5	0.8	1017	sunny				7
389	4.5	0.7	1.5	0.8	1017	sunny				7
390	4.5	0.7	1.5	0.8	1017	sunny				7
391	4.5	0.7	1.5	0.8	1017	sunny				7
392	4.5	0.7	1.5	0.8	1017	sunny				7
393	4.5	0.7	1.5	0.8	1017	sunny				7
394	4.5	0.7	1.5	0.8	1017	sunny				7
395	4.5	0.7	1.5	0.8	1017	sunny				7
396	4.5	0.7	1.5	0.8	1017	sunny				7
397	4.5	0.7	1.5	0.8	1017	sunny				7
398	4.5	0.7	1.5	0.8	1017	sunny				7
399	4.5	0.7	1.5	0.8	1017	sunny				7
400	4.5	0.7	1.5	0.8	1017	sunny				7
401	4.5	0.7	1.5	0.8	1017	sunny				3
402	4.5	0.7	1.5	0.8	1017	sunny				3
403	4.5	0.7	1.5	0.8	1017	sunny				3
404	4.5	0.7	1.5	0.8	1017	sunny				3
405	4.5	0.7	1.5	0.8	1017	sunny				3
406	4.5	0.7	1.5	0.8	1017	sunny				3
407	4.5	0.7	1.5	0.8	1017	sunny				3
408	4.5	0.7	1.5	0.8	1017	sunny				3
409	4.5	0.7	1.5	0.8	1017	sunny				3
410	4.5	0.7	1.5	0.8	1017	sunny				3
411	4.5	0.7	1.5	0.8	1017	sunny				3
412	4.5	0.7	1.5	0.8	1017	sunny				3
413	4.5	0.7	1.5	0.8	1017	sunny				3
414	4.5	0.7	1.5	0.8	1017	sunny				3
415	4.5	0.7	1.5	0.8	1017	sunny				3
416	4.5	0.7	1.5	0.8	1017	sunny				11
417	4.5	0.7	1.5	0.8	1017	sunny				11
418	4.5	0.7	1.5	0.8	1017	sunny				11
419	4.5	0.7	1.5	0.8	1017	sunny				11
420	4.5	0.7	1.5	0.8	1017	sunny				11
421	4.5	0.7	1.5	0.8	1017	sunny				24
422	4.5	0.7	1.5	0.8	1017	sunny				24
423	4.5	0.7	1.5	0.8	1017	sunny				24
424	4.5	0.7	1.5	0.8	1017	sunny				24
425	4.5	0.7	1.5	0.8	1017	sunny				24
426	4.5	0.7	1.5	0.8	1017	sunny				25
427	4.5	0.7	1.5	0.8	1017	sunny				25
428	4.5	0.7	1.5	0.8	1017	sunny				25
429	4.5	0.7	1.5	0.8	1017	sunny				25
430	4.5	0.7	1.5	0.8	1017	sunny				25
431	4.5	0.7	1.5	0.8	1017	sunny				14
432	4.5	0.7	1.5	0.8	1017	sunny				14
433	4.5	0.7	1.5	0.8	1017	sunny				14
434	4.5	0.7	1.5	0.8	1017	sunny				14
435	4.5	0.7	1.5	0.8	1017	sunny				14
436	4.5	0.7	1.5	0.8	1017	sunny				14
437	4.5	0.7	1.5	0.8	1017	sunny				14
438	4.5	0.7	1.5	0.8	1017	sunny				14
439	4.5	0.7	1.5	0.8	1017	sunny				14
440	4.5	0.7	1.5	0.8	1017	sunny				14
441	4.5	0.7	1.5	0.8	1017	sunny				14
442	4.5	0.7	1.5	0.8	1017	sunny				14
443	4.5	0.7	1.5	0.8	1017	sunny				14
444	4.5	0.7	1.5	0.8	1017	sunny				14
445	4.5	0.7	1.5	0.8	1017	sunny				14
446	4.5	0.7	1.5	0.8	1017	sunny				14
447	4.5	0.7	1.5	0.8	1017	sunny				14
448	4.5	0.7	1.5	0.8	1017	sunny				14
449	4.5	0.7	1.5	0.8	1017	sunny				14
450	4.5	0.7	1.5	0.8	1017	sunny				14
451	4.5	0.7	1.5	0.8	1017	sunny				15
452	4.5	0.7	1.5	0.8	1017	sunny				15
453	4.5	0.7	1.5	0.8	1017	sunny				15
454	4.5	0.7	1.5	0.8	1017	sunny				15
455	4.5	0.7	1.5	0.8	1017	sunny				15
456	4.5	0.7	1.5	0.8	1017	sunny				15
457	4.5	0.7	1.5	0.8	1017	sunny				15
458	4.5	0.7	1.5	0.8	1017	sunny				15
459	4.5	0.7	1.5	0.8	1017	sunny				15
460	4.5	0.7	1.5	0.8	1017	sunny				15
461	4.5	0.7	1.5	0.8	1017	sunny				26
462	4.5	0.7	1.5	0.8	1017	sunny				1
463	4.5	0.7	1.5	0.8	1017	sunny				1
464	4.5	0.7	1.5	0.8	1017	sunny				1
465	4.5	0.7	1.5	0.8	1017	sunny				1
466	4.5	0.7	1.5	0.8	1017	sunny				1
467	4.5	0.7	1.5	0.8	1017	sunny				1
468	4.5	0.7	1.5	0.8	1017	sunny				1
469	4.5	0.7	1.5	0.8	1017	sunny				1
470	4.5	0.7	1.5	0.8	1017	sunny				1
471	4.5	0.7	1.5	0.8	1017	sunny				1
472	4.5	0.7	1.5	0.8	1017	sunny				1
473	4.5	0.7	1.5	0.8	1017	sunny				1
474	4.5	0.7	1.5	0.8	1017	sunny				1
475	4.5	0.7	1.5	0.8	1017	sunny				1
476	4.5	0.7	1.5	0.8	1017	sunny				1
477	4.5	0.7	1.5	0.8	1017	sunny				1
478	4.5	0.7	1.5	0.8	1017	sunny				1
479	4.5	0.7	1.5	0.8	1017	sunny				1
480	4.6	0.697510373	1.6	0.797510373	1017	sunny				1
481	4.6	0.695020747	1.6	0.795020747	1017	sunny				1
482	4.6	0.69253112	1.6	0.79253112	1017	sunny				1
483	4.6	0.690041494	1.6	0.790041494	1017	sunny				1
484	4.6	0.687551867	1.6	0.787551867	1017	sunny				1
485	4.6	0.685062241	1.6	0.785062241	1017	sunny				1
486	4.6	0.682572614	1.6	0.782572614	1017	sunny				1
487	4.6	0.680082988	1.6	0.780082988	1017	sunny				1
488	4.6	0.677593361	1.6	0.777593361	1017	sunny				1
489	4.6	0.675103734	1.6	0.775103734	1017	sunny				1
490	4.6	0.672614108	1.6	0.772614108	1017	sunny				1
491	4.6	0.670124481	1.6	0.770124481	1017	sunny				1
492	4.6	0.667634855	1.6	0.767634855	1017	sunny				1
493	4.6	0.665145228	1.6	0.765145228	1017	sunny				1
494	4.6	0.662655602	1.6	0.762655602	1017	sunny				1
495	4.7	0.660165975	1.7	0.760165975	1017	sunny				1
496	4.7	0.657676349	1.7	0.757676349	1017	sunny				1
497	4.7	0.655186722	1.7	0.755186722	1017	sunny				1
498	4.7	0.652697095	1.7	0.752697095	1017	sunny				1
499	4.7	0.650207469	1.7	0.750207469	1017	sunny				1
500	4.7	0.647717842	1.7	0.747717842	1017	sunny				1
501	4.7	0.645228216	1.7	0.745228216	1017	sunny				1
502	4.8	0.642738589	1.8	0.742738589	1017	sunny				1
503	4.8	0.640248963	1.8	0.740248963	1017	sunny				1
504	4.8	0.637759336	1.8	0.737759336	1017	sunny				1
505	4.8	0.63526971	1.8	0.73526971	1017	sunny				1
506	4.8	0.632780083	1.8	0.732780083	1017	sunny				1
507	4.8	0.630290456	1.8	0.730290456	1017	sunny				1
508	4.8	0.62780083	1.8	0.72780083	1017	sunny				1
509	4.8	0.625311203	1.8	0.725311203	1017	sunny				1
510	4.8	0.622821577	1.8	0.722821577	1017	sunny				1
511	4.8	0.62033195	1.8	0.72033195	1017	sunny				1
512	4.9	0.617842324	1.9	0.717842324	1017	sunny				1
513	4.9	0.615352697	1.9	0.715352697	1017	sunny				1
514	4.9	0.612863071	1.9	0.712863071	1017	sunny				1
515	4.9	0.610373444	1.9	0.710373444	1017	sunny				1
516	5	0.607883817	2	0.707883817	1017	sunny				1
517	5	0.605394191	2	0.705394191	1017	sunny				1
518	5	0.602904564	2	0.702904564	1017	sunny				1
519	5	0.600414938	2	0.700414938	1017	sunny				1
520	5	0.597925311	2	0.697925311	1017	sunny				1
521	5.1	0.595435685	2.1	0.695435685	1017	sunny				1
522	5.1	0.592946058	2.1	0.692946058	1017	sunny				1
523	5.1	0.590456432	2.1	0.690456432	1017	sunny				1
524	5.1	0.587966805	2.1	0.687966805	1017	sunny				1
525	5.1	0.585477178	2.1	0.685477178	1017	sunny				1
526	5.1	0.582987552	2.1	0.682987552	1017	sunny				1
527	5.1	0.580497925	2.1	0.680497925	1017	sunny				1
